"name","online_order","book_table","rate","votes","location","rest_type","dish_liked","cuisines","approx_cost.for.two.people.","listed_in.type.","listed_in.city."
"Rajdhani Thali Restaurant","Yes","Yes",4,610,"Malleshwaram","Casual Dining","Thali","North Indian","1,000","Dine-out","Malleshwaram"
"The Studio Bar","No","No",4,775,"Malleshwaram","Lounge","Beer","Italian, American, North Indian","1,400","Dine-out","Malleshwaram"
"1947","No","Yes",4,1070,"Malleshwaram","Casual Dining","Jal-jeera","North Indian, Chinese","950","Dine-out","Malleshwaram"
"Stevie's","Yes","No",4,69,"Malleshwaram","Cafe","Pasta","Cafe","500","Dine-out","Malleshwaram"
"Clean Slate Cafe","Yes","No",4.1,272,"Malleshwaram","Cafe","Fries","Cafe, Continental, Italian","600","Dine-out","Malleshwaram"
"3G's - Gulp & Groove","Yes","Yes",4.1,662,"Malleshwaram","Bar, Casual Dining","Peri Peri Chicken","Finger Food, Continental, Chinese","1,100","Dine-out","Malleshwaram"
"Village - The Soul of India","No","Yes",4,568,"Malleshwaram","Casual Dining","Buttermilk","North Indian, South Indian","1,000","Dine-out","Malleshwaram"
"Indian Kitchen","No","No",4.2,485,"Malleshwaram","Casual Dining","Cocktails","North Indian, Mughlai","1,500","Dine-out","Malleshwaram"
"RS Shiv Sagar","No","No",4.2,608,"Malleshwaram","Casual Dining","Panneer Butter Masala","Chinese, North Indian, South Indian, Street Food, Fast Food","500","Dine-out","Malleshwaram"
"Chung's Chinese Corner","Yes","No",4.1,444,"Malleshwaram","Casual Dining","Manchow Soup","Chinese, Asian, American, Seafood","600","Dine-out","Malleshwaram"
"Nando's","Yes","No",4.1,308,"Malleshwaram","Casual Dining","Burgers","Portuguese, Wraps, Burger, Salad","1,200","Dine-out","Malleshwaram"
"Holige Mane","Yes","No",4.3,127,"Malleshwaram","Quick Bites","Badami Holige","South Indian","100","Dine-out","Malleshwaram"
"The Beer Cafe","No","No",4.1,730,"Malleshwaram","Pub","Beer","Finger Food, North Indian, Italian","1,500","Dine-out","Malleshwaram"
"Punjab Mail","Yes","No",3.8,323,"Malleshwaram","Casual Dining","Biryani","North Indian, Chinese, Beverages","650","Dine-out","Malleshwaram"
"Empire Restaurant","No","No",3.8,409,"Malleshwaram","Casual Dining","Ghee Rice","North Indian, South Indian, Kerala","700","Dine-out","Malleshwaram"
"Hotel Moonlight","No","No",3.9,115,"Malleshwaram","Casual Dining","Chicken Grill","Chinese, North Indian","500","Dine-out","Malleshwaram"
"Mumbai Bistro","Yes","No",4.2,504,"Malleshwaram","Cafe","Pav Bhaji","Cafe, North Indian, Street Food","500","Dine-out","Malleshwaram"
"Bene - Sheraton Grand Bangalore Hotel at Brigade...","No","Yes",4.2,244,"Malleshwaram","Fine Dining","Pasta","Italian, European, Mediterranean","2,500","Dine-out","Malleshwaram"
"BluO","No","Yes",4.1,401,"Malleshwaram","Lounge","Mocktails","Continental, North Indian","1,500","Dine-out","Malleshwaram"
"Smoor","Yes","No",4.2,287,"Malleshwaram","Cafe, Dessert Parlor","Chocolate Sundae","Desserts, Cafe, Continental","700","Dine-out","Malleshwaram"
"Cafe Noir","No","No",4.1,1187,"Malleshwaram","Casual Dining","Pasta","European, French, Salad","1,500","Dine-out","Malleshwaram"
"Chandus Delux","Yes","No",3.9,81,"Malleshwaram","Casual Dining","Biryani","South Indian, North Indian, Seafood, Chinese","600","Dine-out","Malleshwaram"
"A2B - Adyar Ananda Bhavan","Yes","No",2.7,82,"Malleshwaram","Casual Dining","Coffee","South Indian, North Indian, Chinese, Street Food, Fast Food","400","Dine-out","Malleshwaram"
"White Horse","No","Yes",3.7,96,"Malleshwaram","Bar","French Chicken","Finger Food, Chinese, North Indian","1,100","Dine-out","Malleshwaram"
"Pizza Hut","Yes","No",2.8,340,"Malleshwaram","Casual Dining","Pasta","Pizza, Fast Food","750","Dine-out","Malleshwaram"
"Sindh Kitchen","Yes","Yes",4.2,166,"Malleshwaram","Casual Dining","Dal Pakwan","North Indian, Sindhi, Seafood","1,100","Dine-out","Malleshwaram"
"Bademiyan Kebabs","Yes","No",3.8,86,"Malleshwaram","Casual Dining","Chicken Biryani","Kebab, Hyderabadi, Biryani, Charcoal Chicken","600","Dine-out","Malleshwaram"
"Iyer Mess","Yes","No",4.1,327,"Malleshwaram","Mess","Masala Vada","South Indian","150","Dine-out","Malleshwaram"
"Alfresco by Bene -Sheraton Grand Bangalore Hotel at...","No","Yes",3.7,77,"Malleshwaram","Bar, Casual Dining","Cocktails","Continental","2,000","Dine-out","Malleshwaram"
"TLP Cafe","Yes","No",3.9,250,"Malleshwaram","Cafe","Coffee","Cafe, Italian","400","Dine-out","Malleshwaram"
"HighTeaParty Cafe","Yes","No",3.9,72,"Malleshwaram","Cafe","Cheese Balls","Cafe, Continental, Steak, Italian","500","Dine-out","Malleshwaram"
"Beijing Bites","No","No",3.7,175,"Malleshwaram","Casual Dining","Noodles","Chinese, Thai","600","Dine-out","Malleshwaram"
"Nesara Mullti - Cuisine Family Dining & Garden...","Yes","No",2.7,61,"Malleshwaram","Casual Dining","Biryani","North Indian, Chinese, South Indian, Beverages","800","Dine-out","Malleshwaram"
"New Shanthi Sagar","No","No",2.8,81,"Malleshwaram","Casual Dining","Rice","South Indian, North Indian, Chinese, Street Food","600","Dine-out","Malleshwaram"
"Brahmin's Coffee Bar","No","No",3.9,282,"Malleshwaram","Quick Bites","Rava Idli","South Indian","250","Dine-out","Malleshwaram"
"CTR","Yes","No",4.7,4408,"Malleshwaram","Quick Bites","Benne Masala Dosa","South Indian","150","Dine-out","Malleshwaram"
"Halli Mane","Yes","No",4,1192,"Malleshwaram","Quick Bites","Akki Rottis","South Indian, North Indian, Chinese","250","Dine-out","Malleshwaram"
"Mavalli Tiffin Room (MTR)","No","No",4.3,354,"Malleshwaram","Quick Bites","Masala Dosa","South Indian, Beverages","300","Dine-out","Malleshwaram"
"Bhairaveshwara Military Hotel","Yes","No",4.1,133,"Malleshwaram","Quick Bites","Biryani","South Indian, Hyderabadi","250","Dine-out","Malleshwaram"
"Dhanalakshmi Grand","Yes","No",4,71,"Malleshwaram","Quick Bites","Masala Dosa","South Indian, North Indian","300","Dine-out","Malleshwaram"
"Temple Meals","No","No",3.8,76,"Malleshwaram","Quick Bites","Banana Leaf Meal","South Indian","200","Dine-out","Malleshwaram"
"New Krishna Bhavan","No","No",4.2,600,"Malleshwaram","Quick Bites","Neer Dosa","South Indian, North Indian, Chinese","200","Dine-out","Malleshwaram"
"Shuchi Ruchi","Yes","No",4,340,"Malleshwaram","Quick Bites","Aloo Palya","Chinese, North Indian, Street Food","350","Dine-out","Malleshwaram"
"Hotel Janatha","No","No",4.1,748,"Malleshwaram","Quick Bites","Masala Dosa","South Indian","150","Dine-out","Malleshwaram"
"Karavali Lunch Home","Yes","No",4,172,"Malleshwaram","Quick Bites","Neer Dosa","South Indian, Seafood","300","Dine-out","Malleshwaram"
"KFC","Yes","No",4,192,"Malleshwaram","Quick Bites","Zinger Burger","Burger, Fast Food","400","Dine-out","Malleshwaram"
"Asha Food Camp","No","No",4.1,534,"Malleshwaram","Quick Bites","Panneer Butter Masala","South Indian, Street Food, Fast Food","800","Dine-out","Malleshwaram"
"California Burrito","No","No",4.2,124,"Malleshwaram","Food Court","Nachos","Mexican, Fast Food","400","Dine-out","Malleshwaram"
"Amrut","Yes","No",3.5,250,"Malleshwaram","Quick Bites","Paratha","North Indian, Chinese, Fast Food","300","Dine-out","Malleshwaram"
"Namma Kudla","No","No",4.2,62,"Malleshwaram","Quick Bites","Thali","South Indian, Mangalorean","350","Dine-out","Malleshwaram"
"Sai Shakti","No","No",4,212,"Malleshwaram","Quick Bites","Shahi Paneer","North Indian","250","Dine-out","Malleshwaram"
"Burger King","Yes","No",4,633,"Malleshwaram","Quick Bites","Burgers","Burger, Fast Food, Beverages","600","Dine-out","Malleshwaram"
"Domino's Pizza","Yes","No",4,377,"Malleshwaram","Quick Bites","Pizza","Pizza, Fast Food","400","Dine-out","Malleshwaram"
"Kailash Parbat","No","No",3.1,116,"Malleshwaram","Food Court","Chole","North Indian, Street Food","600","Dine-out","Malleshwaram"
"Antarastriya","Yes","No",3.9,461,"Malleshwaram","Quick Bites","Pasta","Chinese, Fast Food, Momos","200","Dine-out","Malleshwaram"
"McDonald's","Yes","No",4,151,"Malleshwaram","Quick Bites","Burgers","Fast Food, Burger, Beverages, Cafe, Desserts","500","Dine-out","Malleshwaram"
"Sri Sai Ram's","No","No",4.2,61,"Malleshwaram","Quick Bites","Chaat","Street Food","200","Dine-out","Malleshwaram"
"Chetty's Corner","No","No",4,52,"Malleshwaram","Quick Bites","Sandwiches","Fast Food, Pizza, Sandwich","250","Dine-out","Malleshwaram"
"Chaatimes","Yes","No",3.9,112,"Malleshwaram","Quick Bites","Dabeli","Street Food, Fast Food","200","Dine-out","Malleshwaram"
"Veg By Nature","No","No",2.9,57,"Malleshwaram","Quick Bites","Chilli Paneer","North Indian","300","Dine-out","Malleshwaram"
"Sukh Sagar Express","Yes","No",3.7,89,"Malleshwaram","Food Court","Thali","North Indian, Chinese, Fast Food, Street Food","500","Dine-out","Malleshwaram"
"Dhadoom","Yes","No",4,58,"Malleshwaram","Food Court","Fries","North Indian, Street Food, Pizza, Burger, Sandwich","300","Dine-out","Malleshwaram"
"Mumbai Spice","Yes","No",3.7,100,"Malleshwaram","Quick Bites","Paratha","North Indian, Chinese","400","Dine-out","Malleshwaram"
"Falafel's - The Lebanese Haus","No","No",3.9,47,"Malleshwaram","Quick Bites","Shawarma","Lebanese","300","Dine-out","Malleshwaram"
"Hotel Halli Nenapu","Yes","No",3.4,62,"Malleshwaram","Food Court","Donne Biryani","South Indian","500","Dine-out","Malleshwaram"
"The Higher Taste Stores","Yes","No",3.8,120,"Malleshwaram","Quick Bites, Bakery","Paratha","Fast Food, Bakery","300","Dine-out","Malleshwaram"
"Sri Sairam's Chats and Juice","No","No",4.2,471,"Malleshwaram","Quick Bites","Chaat","Street Food","100","Dine-out","Malleshwaram"
"Upsouth","Yes","No",4.2,466,"Malleshwaram","Food Court","Filter Coffee","South Indian","300","Dine-out","Malleshwaram"
"Maiyas","Yes","No",3.9,291,"Malleshwaram","Quick Bites, Bakery","Masala Dosa","South Indian, North Indian, Chinese, Bakery, Desserts","300","Dine-out","Malleshwaram"
"Marhaba","Yes","No",2.7,72,"Malleshwaram","Food Court","Chicken Grill","North Indian, Lebanese, Rolls","550","Dine-out","Malleshwaram"
"Polar Bear","Yes","No",4,165,"Malleshwaram","Dessert Parlor","Sandwiches","Desserts, Ice Cream, Beverages, Sandwich","400","Dine-out","Malleshwaram"
"Subway","Yes","No",2.4,71,"Malleshwaram","Quick Bites, Food Court","Salad","Healthy Food, Salad, Fast Food","500","Dine-out","Malleshwaram"
"Currylicious","No","No",3.1,49,"Malleshwaram","Food Court","Neer Dosa","South Indian, Mangalorean, Kerala","800","Dine-out","Malleshwaram"
"Pure & Natural","No","No",2.6,30,"Malleshwaram","Quick Bites","Sandwiches","Healthy Food, Beverages, Fast Food","500","Dine-out","Malleshwaram"
"Empire Juice Shop","No","No",2.8,42,"Malleshwaram","Beverage Shop","Mosambi Juice","Juices","150","Dine-out","Malleshwaram"
"Sbarro","No","No",2.7,268,"Malleshwaram","Food Court","Garlic Bread","Pizza","500","Dine-out","Malleshwaram"
"Sattvam","No","No",4.4,2127,"Sadashiv Nagar","Casual Dining","Gajar Ka Halwa","North Indian, South Indian","1,200","Dine-out","Malleshwaram"
"Barbecued - By The Orchard","No","Yes",4.3,592,"Sadashiv Nagar","Casual Dining","Vegetable Biryani","North Indian","1,200","Dine-out","Malleshwaram"
"Kesariya","No","Yes",4.2,174,"Sadashiv Nagar","Casual Dining","Rajasthani Thali","Rajasthani","1,200","Dine-out","Malleshwaram"
"The Raj Pavilion - ITC Windsor","No","Yes",4.2,371,"Sankey Road","Fine Dining","Pizza","North Indian, Continental, Asian","2,400","Dine-out","Malleshwaram"
"Sea Rock","Yes","Yes",4.6,514,"Seshadripuram","Casual Dining","Sea Food","Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai","1,000","Dine-out","Malleshwaram"
"Mint Masala","Yes","No",3.8,571,"Sadashiv Nagar","Casual Dining","Salads","Chinese, North Indian","800","Dine-out","Malleshwaram"
"La Brasserie - Le Meridien","No","Yes",4.1,309,"Sankey Road","Fine Dining","Pasta","North Indian, Continental, Japanese, Chinese, South Indian","4,100","Dine-out","Malleshwaram"
"The Kabab Studio - Goldfinch Hotel","No","Yes",4.2,358,"Seshadripuram","Casual Dining","Chaat","North Indian, Chinese, Continental","1,500","Dine-out","Malleshwaram"
"The Sugar Factory - Le Meridien","No","No",3.9,629,"Sankey Road","Club","Cocktails","Finger Food","2,000","Dine-out","Malleshwaram"
"The Orchard","Yes","Yes",4,672,"Sadashiv Nagar","Casual Dining","Mocktails","North Indian","900","Dine-out","Malleshwaram"
"Royal Afghan - ITC Windsor","No","Yes",4.3,413,"Sankey Road","Fine Dining","Dal Bukhara","North Indian, Mughlai","5,000","Dine-out","Malleshwaram"
"Third Wave Coffee Roasters","No","No",4.3,90,"Sadashiv Nagar","Cafe","Coffee","Cafe, Continental, Desserts","800","Dine-out","Malleshwaram"
"Little Italy","No","Yes",4.3,354,"Sadashiv Nagar","Casual Dining","Pizza","Italian, Pizza, Mexican","1,400","Dine-out","Malleshwaram"
"24/7 - The Lalit Ashok Bangalore","No","Yes",4,344,"Seshadripuram","Fine Dining","Salads","Continental, North Indian, Italian, Chinese","3,000","Dine-out","Malleshwaram"
"KittyKo","No","No",4.1,179,"Seshadripuram","Bar, Lounge","Rooftop Ambience","Finger Food, Continental","3,000","Dine-out","Malleshwaram"
"Pebble","No","No",3.9,481,"Sadashiv Nagar","Club","Cocktails","Finger Food","1,500","Dine-out","Malleshwaram"
"JustBe Cafe","No","Yes",4.3,476,"Sadashiv Nagar","Cafe","Salad","Cafe, Beverages, Healthy Food","1,000","Dine-out","Malleshwaram"
"Pulimunchi","Yes","Yes",4.1,532,"Sadashiv Nagar","Casual Dining","Neer Dosa","Mangalorean, Seafood","1,000","Dine-out","Malleshwaram"
"Dakshin - ITC Windsor","No","Yes",4.3,202,"Sankey Road","Fine Dining","Appam","South Indian","4,000","Dine-out","Malleshwaram"
"Sutra - The Lalit Ashok Bangalore","No","No",3.8,273,"Seshadripuram","Lounge","Cocktails","Continental, Chinese","2,200","Dine-out","Malleshwaram"
"Akss - India Reimagined","No","Yes",4.2,258,"Sadashiv Nagar","Casual Dining","Kesar Kulfi","Modern Indian, North Indian","1,800","Dine-out","Malleshwaram"
"Dum Pukht Jolly Nabobs - ITC Windsor","No","Yes",4.3,291,"Sankey Road","Fine Dining","Jumbo Prawns","North Indian","4,000","Dine-out","Malleshwaram"
"Sanadige - Goldfinch Hotel","No","Yes",4.1,432,"Seshadripuram","Casual Dining","Sea Food","Kerala, Mangalorean, Maharashtrian, Goan, Seafood","1,200","Dine-out","Malleshwaram"
"Starbucks","No","No",4.3,177,"Sadashiv Nagar","Cafe","Hot Chocolate","Cafe, Desserts","700","Dine-out","Malleshwaram"
"Pakwan","Yes","Yes",4.1,289,"Sadashiv Nagar","Casual Dining","Virgin Colada","North Indian, Chinese, Italian","800","Dine-out","Malleshwaram"
"Sanman","No","No",4,149,"Seshadripuram","Casual Dining","Rava Dosa","North Indian, South Indian, Fast Food, Chinese","700","Dine-out","Malleshwaram"
"Nandhini Deluxe","No","No",4,471,"Sankey Road","Casual Dining","Mutton Chops","North Indian","600","Dine-out","Malleshwaram"
"OKO - The Lalit Ashok Bangalore","No","Yes",4,207,"Seshadripuram","Fine Dining","Spring Roll","Japanese, Asian","2,200","Dine-out","Malleshwaram"
"Dublin - ITC Windsor","No","Yes",4.1,187,"Sankey Road","Bar","Fish","European","2,500","Dine-out","Malleshwaram"
"New Samrat Restaurant","No","No",4.1,62,"Seshadripuram","Casual Dining","Masala Dosa","North Indian, South Indian, Chinese","450","Dine-out","Malleshwaram"
"Northwind","No","No",3.9,83,"Seshadripuram","Casual Dining","Pandi Curry","Biryani, Chinese, North Indian, Mangalorean","650","Dine-out","Malleshwaram"
"Baluchi - The Lalit Ashok Bangalore","No","Yes",4,134,"Seshadripuram","Fine Dining","Tandoori Chicken","North Indian, Kashmiri, Mughlai","3,700","Dine-out","Malleshwaram"
"Chung Wah","Yes","No",3.9,134,"Sadashiv Nagar","Casual Dining","Manchow Soup","Chinese, Thai, Momos, Vietnamese","700","Dine-out","Malleshwaram"
"Chowmein","Yes","No",4,280,"Seshadripuram","Casual Dining","Noodles","North Indian, Chinese, Thai, Momos","600","Dine-out","Malleshwaram"
"Swaadishta Restaurant","No","No",2.5,60,"Sadashiv Nagar","Casual Dining","Biryani","Andhra, North Indian, Chinese, Mangalorean","750","Dine-out","Malleshwaram"
"Sagar","Yes","No",4,152,"Seshadripuram","Casual Dining","Misal Pav","North Indian","600","Dine-out","Malleshwaram"
"Kwatlay Rest-O-Cafe","No","No",4.1,184,"Seshadripuram","Casual Dining","Paratha","Continental, Cafe, Italian, North Indian","800","Dine-out","Malleshwaram"
"HVR Veg","Yes","No",4.5,96,"Seshadripuram","Quick Bites","Vada","South Indian","300","Dine-out","Malleshwaram"
"Chikkanna Tiffin Room","Yes","No",4.3,84,"Seshadripuram","Quick Bites","Masala Dosa","South Indian","200","Dine-out","Malleshwaram"
"Gundappa Donne Biryani","Yes","No",3.8,177,"Seshadripuram","Quick Bites","Chilli Chicken","Biryani","300","Dine-out","Malleshwaram"
"Hotel Ayodhya Upahar","No","No",3.9,46,"Sadashiv Nagar","Quick Bites","Coffee","South Indian, Chinese","200","Dine-out","Malleshwaram"
"Quickie's","Yes","No",3.9,86,"Seshadripuram","Quick Bites","Maggi","Fast Food, Rolls","200","Dine-out","Malleshwaram"
"Gullu's Chat","Yes","No",3.7,594,"Seshadripuram","Quick Bites","Chaat","Fast Food, Street Food, Juices","250","Dine-out","Malleshwaram"
"Jetlag","No","Yes",4.3,1042,"Rajajinagar","Bar, Casual Dining","Cocktails","Finger Food, Continental, North Indian, Italian, Japanese","1,650","Dine-out","Malleshwaram"
"Stories","Yes","Yes",4.6,2315,"Rajajinagar","Casual Dining, Bar","Virgin Mojito","Continental, North Indian, Chinese","1,100","Dine-out","Malleshwaram"
"The London Curry House - The Royale Senate Hotel","No","No",4.5,3953,"Race Course Road","Casual Dining, Bar","Soan Papdi","Pizza, North Indian, Modern Indian","1,300","Dine-out","Malleshwaram"
"Hotel Nalapaka","No","No",4.3,678,"Rajajinagar","Casual Dining","Jowar Roti","South Indian","400","Dine-out","Malleshwaram"
"Gilly's Restobar","No","Yes",4.5,2711,"New BEL Road","Pub, Casual Dining","Biryani","Continental, Finger Food, North Indian, Chinese","1,200","Dine-out","Malleshwaram"
"Lush - Renaissance Hotel, Bengaluru","No","Yes",4.5,409,"Race Course Road","Casual Dining","Chicken Tikka","North Indian, Continental","1,200","Dine-out","Malleshwaram"
"Onesta","Yes","Yes",4.3,355,"Basaveshwara Nagar","Casual Dining, Cafe","Paneer Pizza","Pizza, Cafe, Italian","600","Dine-out","Malleshwaram"
"Sagar Hotel","No","No",4.3,813,"Rajajinagar","Casual Dining","Vada Pav","North Indian, Chinese, Street Food, Juices","600","Dine-out","Malleshwaram"
"The Higher Taste","No","Yes",4.3,854,"Rajajinagar","Casual Dining","Aloo Gobhi","Pizza, Biryani, North Indian, South Indian","800","Dine-out","Malleshwaram"
"Kaifu","Yes","No",4.2,418,"New BEL Road","Casual Dining","Momos","Chinese, Asian","700","Dine-out","Malleshwaram"
"R Bar - Renaissance Hotel, Bengaluru","No","Yes",4.2,168,"Race Course Road","Bar, Casual Dining","Cocktails","Continental","1,400","Dine-out","Malleshwaram"
"South Ruchis Square","Yes","Yes",4.3,1033,"Race Course Road","Casual Dining","Pongal","North Indian, South Indian, Chinese","850","Dine-out","Malleshwaram"
"Priyadarshini Veg","No","No",3.9,156,"Yeshwantpur","Quick Bites","Idli","North Indian, South Indian, Chinese","300","Dine-out","Malleshwaram"
"Jalpaan","Yes","Yes",3.9,675,"Rajajinagar","Casual Dining","Mocktails","North Indian, Continental","900","Dine-out","Malleshwaram"
"Smally's Resto Cafe","Yes","No",4.2,1440,"New BEL Road","Cafe","Burgers","Cafe, Italian, Burger, American, Steak","650","Dine-out","Malleshwaram"
"Sea Route","Yes","Yes",4.1,426,"Rajajinagar","Casual Dining","Sea Food","Seafood, North Indian, Chinese","1,100","Dine-out","Malleshwaram"
"Andhra Vantakam","Yes","No",3.9,317,"Rajajinagar","Casual Dining","Andhra Meal","Andhra, Chinese, North Indian, Seafood","800","Dine-out","Malleshwaram"
"Hotel Kadamba Veg","Yes","No",3.8,328,"Rajajinagar","Casual Dining","Bisi Bele Bhaath","South Indian, North Indian, Chinese, Street Food, Juices","450","Dine-out","Malleshwaram"
